company_id,display_name,name_zh,name_ko,exchange,ticker,fiscal_year,reporting_currency,financial_collection_method,financial_data_status,profit_MBRevenue,profit_netProfit,profit_roeAvg,profit_npMargin,profit_gpMargin,revenue_yoy_calculated,net_profit_yoy_calculated,representative_release_titles,representative_release_titles_zh,release_dates,release_events,release_annotations_ko,release_source_urls,official_filing_url,scope_note_ko,balance_YOYLiability,balance_assetToEquity,balance_cashRatio,balance_currentRatio,balance_liabilityToAsset,balance_quickRatio,baostock_code,cash_flow_CAToAsset,cash_flow_CFOToGr,cash_flow_CFOToNP,cash_flow_CFOToOR,cash_flow_NCAToAsset,cash_flow_ebitToInterest,cash_flow_tangibleAssetToAsset,collection_error,growth_YOYAsset,growth_YOYEPSBasic,growth_YOYEquity,growth_YOYNI,growth_YOYPNI,operation_AssetTurnRatio,operation_CATurnRatio,operation_INVTurnDays,operation_INVTurnRatio,operation_NRTurnDays,operation_NRTurnRatio,profit_epsTTM,profit_liqaShare,profit_totalShare,publication_date,quarter,representative_release_count,retrieved_at_utc,stat_date
kingnet,Kingnet,恺英网络,카이잉네트워크,SZSE,002517,2024,CNY,baostock,collected_baostock,5118176418.27,1627575293.28,0.276199,0.317998,0.812751,0.19155094305808662,0.02971157615843323,The Legend of Sword and Fairy: A New Beginning,仙剑奇侠传：新的开始,2024-01,commercial_launch,2024년 전 플랫폼 출시 후 장기운영 라인업에 편입된 선검기협전 IP 작품.,https://static.cninfo.com.cn/finalpage/2025-04-26/1223305372.PDF,https://static.cninfo.com.cn/finalpage/2026-04-29/1225225838.PDF,게임 개발·퍼블리싱·IP 사업 중심 연결 실적,0.078495,1.226004,2.387941,3.68443,0.001843,3.666581,sz.002517,0.634228,0.342663,1.077562,0.342663,0.365772,,0.639702,,0.21421,0.1,0.24865,0.029712,0.114084,0.699362,1.061823,8.312629,43.307636,69.010568,5.216592,0.756543,1906908123.0,2152517634.0,2025-04-26,4,1,2026-07-27T07:01:29.504301Z,2024-12-31
kingnet,Kingnet,恺英网络,카이잉네트워크,SZSE,002517,2025,CNY,baostock,collected_baostock,5324977767.36,1902212560.9,0.231442,0.357225,0.808401,0.040405279574145636,0.16874013064337712,Dragon Nest World,龙之谷世界,2025-02,public_beta,성취게임과 공동 발행한 2025년 2월 공측작. 회사 장기운영 제품군의 신규 축.,https://static.cninfo.com.cn/finalpage/2026-04-29/1225225838.PDF,https://static.cninfo.com.cn/finalpage/2026-04-29/1225225838.PDF,게임 개발·퍼블리싱·IP 사업 중심 연결 실적,1.144716,1.320541,1.74564,2.495222,0.242735,2.477055,sz.002517,0.477366,0.424915,1.18949,0.424915,0.522634,,0.623006,,0.628781,0.155844,0.512244,0.16874,0.168965,0.504747,0.939873,12.367054,29.109563,65.516668,5.494785,0.891026,1889072348.0,2136443234.0,2026-04-29,4,1,2026-07-27T07:01:29.504301Z,2025-12-31
gbits,G-bits,吉比特,지비트,SSE,603444,2022,CNY,baostock,collected_baostock,5153365114.47,1959497678.34,0.341371,0.379188,0.887349,,,Obi Island: Dreamland,奥比岛：梦想国度,2022-07,commercial_launch,2022년 7월 출시 후 App Store 게임 매출 최고 6위를 기록한 대표 퍼블리싱작.,https://www.g-bits.com/zh/news/569.html,https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260326/8d926b94356447d9a00a195d88b41b9d.PDF,게임 개발·퍼블리싱 중심 연결 실적,-0.128562,1.378155,1.92723,2.116881,0.274392,2.116881,sh.603444,0.551406,0.339111,0.894308,0.339111,0.448594,,0.585467,,-0.086278,-0.004895,-0.131307,0.118092,-0.005191,0.760296,1.302766,,,19.467793,18.49208,20.327619,71866482.0,71866482.0,2023-03-31,4,1,2026-07-27T07:01:29.504301Z,2022-12-31
gbits,G-bits,吉比特,지비트,SSE,603444,2023,CNY,baostock,collected_baostock,4168662403.58,1461092433.33,0.266535,0.349138,0.885323,-0.1910795546244296,-0.25435357771499223,Flying Dragon Knight,飞吧龙骑士,2023-08-11,public_beta,2023년 8월 11일 공측한 탄막·로그라이크 결합 신작.,https://www.g-bits.com/zh/news/969.html,https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260326/8d926b94356447d9a00a195d88b41b9d.PDF,게임 개발·퍼블리싱 중심 연결 실적,-0.219974,1.264723,2.703841,2.925713,0.209313,2.925713,sh.603444,0.574331,0.283284,0.81138,0.283284,0.425669,,0.645941,,0.022549,-0.231185,0.121925,-0.254354,-0.229832,0.637585,1.132486,,,21.654643,16.62461,15.61774,72041101.0,72041101.0,2024-03-29,4,1,2026-07-27T07:01:29.504301Z,2023-12-31
gbits,G-bits,吉比特,지비트,SSE,603444,2024,CNY,baostock,collected_baostock,3677664287.59,1178927357.69,0.201778,0.319001,0.878648,-0.11778313244275573,-0.19311925050279866,Outpost: Infinity Siege,重装前哨,2024-Q1,commercial_launch,자가개발 PC 슈팅 신작의 Steam 국제판 출시. 모바일 중심 포트폴리오의 플랫폼 확장 사례.,https://www.g-bits.com/zh/news/994.html,https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260326/8d926b94356447d9a00a195d88b41b9d.PDF,게임 개발·퍼블리싱 중심 연결 실적,-0.071328,1.229002,3.010633,3.500693,0.001863,3.500693,sh.603444,0.61945,0.337864,1.05913,0.337864,0.38055,,0.682362,,0.04321,-0.158669,0.098175,-0.193119,-0.16016,0.545073,0.912459,,,19.954603,18.040951,13.116398,72041101.0,72041101.0,2025-03-28,4,1,2026-07-27T07:01:29.504301Z,2024-12-31
gbits,G-bits,吉比特,지비트,SSE,603444,2025,CNY,baostock,collected_baostock,6204659480.39,2145860170.09,0.344515,0.345847,0.939014,0.6871195941748012,0.8201801460393761,杖剑传说,杖剑传说,2025-05-29,commercial_launch,"2025년 5월 29일 중국 출시, App Store 게임 매출 최고 10위. 신작 주도 성장의 핵심.",https://www.g-bits.com/zh/news/1029.html,https://dataclouds.cninfo.com.cn/shgonggao/hsomarket/2026/20260326/8d926b94356447d9a00a195d88b41b9d.PDF,게임 개발·퍼블리싱 중심 연결 실적,0.614608,1.318537,2.699693,3.014419,0.002416,3.014419,sh.603444,0.682262,0.450602,1.302896,0.450602,0.317738,,0.6142,,0.245336,0.893536,0.124142,0.82018,0.898221,0.798248,1.220026,,,14.628272,24.609878,24.897816,72041101.0,72041101.0,2026-03-27,4,1,2026-07-27T07:01:29.504301Z,2025-12-31
thirty_seven_interactive,37 Interactive Entertainment,三七互娱,37인터랙티브엔터테인먼트,SZSE,002555,2022,CNY,baostock,partial_baostock,,,,,,,,The Ants: Underground Kingdom China,小小蚁国,2022-09,regional_launch,2022년 9월 중국 출시 후 월 매출 1억 위안을 넘긴 SLG 대표작.,https://img.37wan.net/portal/20221031/3a713ff6ea6fea495f9e9caf6d938abe.pdf,https://static.cninfo.com.cn/finalpage/2026-04-17/1225109788.PDF,게임 개발·퍼블리싱 중심 연결 실적,0.336004,1.38846,1.824846,2.438477,0.279777,2.438477,sz.002555,0.619289,0.216821,1.222507,0.216821,0.380711,,0.549959,query_profit_data returned no row for sz.002555 2022Q4 | query_operation_data returned no row for sz.002555 2022Q4 | query_growth_data returned no row for sz.002555 2022Q4,,,,,,,,,,,,,,,2023-04-28,4,1,2026-07-27T07:01:29.504301Z,2022-12-31
thirty_seven_interactive,37 Interactive Entertainment,三七互娱,37인터랙티브엔터테인먼트,SZSE,002555,2023,CNY,baostock,collected_baostock,16546871737.85,2633527142.17,0.213623,0.159156,0.795032,,,A Record of a Mortal's Journey to Immortality Mobile,凡人修仙传：人界篇,2023-Q2,commercial_launch,2023년 2분기 출시 후 3분기 안정 성장기에 진입한 회사의 선협 MMORPG 대표작.,https://static.cninfo.com.cn/finalpage/2024-04-20/1219692344.PDF,https://static.cninfo.com.cn/finalpage/2026-04-17/1225109788.PDF,게임 개발·퍼블리싱 중심 연결 실적,0.321921,1.493444,1.388793,1.883432,0.330407,1.883432,sz.002555,0.581295,0.190189,1.19499,0.190189,0.418705,,0.519685,,0.119295,-0.104478,0.04292,-0.094928,-0.100125,0.913456,1.524402,,,31.686332,11.361365,1.198707,1607348471.0,2217864281.0,2024-04-20,4,1,2026-07-27T07:01:29.504301Z,2023-12-31
thirty_seven_interactive,37 Interactive Entertainment,三七互娱,37인터랙티브엔터테인먼트,SZSE,002555,2024,CNY,baostock,collected_baostock,17292612326.74,2664300958.37,0.208604,0.152761,0.786333,0.04506837308614431,0.011685399291021747,Time Grocery Store,时光杂货店,2024-08,commercial_launch,2024년 8월 출시한 1990년대 향수 테마의 경영 시뮬레이션 대표작.,https://static.cninfo.com.cn/finalpage/2025-04-19/1223144118.PDF,https://static.cninfo.com.cn/finalpage/2026-04-17/1225109788.PDF,게임 개발·퍼블리싱 중심 연결 실적,0.038578,1.504439,1.131471,1.600111,0.003353,1.600111,sz.002555,0.52778,0.171893,1.125242,0.171893,0.47222,,0.477078,,0.023421,0.008333,0.016824,0.011685,0.005436,0.90094,1.625577,,,27.782211,12.957932,1.205223,1604593893.0,2217864281.0,2025-04-19,4,1,2026-07-27T07:01:29.504301Z,2024-12-31
thirty_seven_interactive,37 Interactive Entertainment,三七互娱,37인터랙티브엔터테인먼트,SZSE,002555,2025,CNY,baostock,collected_baostock,15965709257.73,2898945699.72,0.219258,0.181573,0.758589,-0.07673236662792571,0.08806990839861939,Wittle Defender,英雄没有闪,2025-Q1,commercial_launch,"APP 출시 후 iOS 매출 상위 5위, 이후 위챗 미니게임 매출 1위를 기록한 2025년 대표 신작.",https://static.cninfo.com.cn/finalpage/2026-04-17/1225109788.PDF,https://static.cninfo.com.cn/finalpage/2026-04-17/1225109788.PDF,게임 개발·퍼블리싱 중심 연결 실적,0.316718,1.632477,0.859465,1.259906,0.387434,1.204346,sz.002555,0.482641,0.221621,1.220559,0.221621,0.517359,,0.464223,,0.13954,0.090909,0.04748,0.08807,0.085,0.762124,1.512935,44.361199,8.115189,26.316972,13.679385,1.310993,1587358849.0,2212237681.0,2026-04-17,4,1,2026-07-27T07:01:29.504301Z,2025-12-31
tencent,Tencent,腾讯控股,텐센트,HKEX,00700,2022,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Return to Empire,重返帝国,2022-Q1,commercial_launch,TiMi와 Xbox Game Studios가 협업한 실시간 전략 모바일 게임의 중국 출시.,https://static.www.tencent.com/uploads/2022/08/17/d5099a3718d8a6df66667f24dce4b32f.pdf,https://static.www.tencent.com/uploads/2026/04/09/62d786fcf3d3c8cb7e54791ee95439ac.pdf,게임 외 소셜네트워크·광고·핀테크·기업서비스를 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
tencent,Tencent,腾讯控股,텐센트,HKEX,00700,2023,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Stone Age: Awakening,石器时代：觉醒,2023-Q4,commercial_launch,카이잉이 개발하고 텐센트가 중국에서 퍼블리싱한 2023년 4분기 라이선스 신작.,https://static.www.tencent.com/uploads/2023/11/15/0b62be7a4405497f2d3e20529b567630.pdf,https://static.www.tencent.com/uploads/2026/04/09/62d786fcf3d3c8cb7e54791ee95439ac.pdf,게임 외 소셜네트워크·광고·핀테크·기업서비스를 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
tencent,Tencent,腾讯控股,텐센트,HKEX,00700,2024,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Delta Force,三角洲行动,2024-Q3,commercial_launch,2024년 신규 출시 후 4분기 PC·모바일 합산 매출총액 10억 위안을 넘긴 FPS.,https://static.www.tencent.com/uploads/2025/03/19/f55938d61be94cf9700a971a4db08809.pdf,https://static.www.tencent.com/uploads/2026/04/09/62d786fcf3d3c8cb7e54791ee95439ac.pdf,게임 외 소셜네트워크·광고·핀테크·기업서비스를 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
tencent,Tencent,腾讯控股,텐센트,HKEX,00700,2025,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,VALORANT Mobile,无畏契约：源能行动,2025-08-19,commercial_launch,2025년 8월 19일 출시. 첫 달 이용자와 매출총액 기준 중국 연중 최대 모바일 신작으로 회사가 제시.,https://static.www.tencent.com/uploads/2025/11/13/3ff004e913507e0309f3f62a553185b2.pdf,https://static.www.tencent.com/uploads/2026/04/09/62d786fcf3d3c8cb7e54791ee95439ac.pdf,게임 외 소셜네트워크·광고·핀테크·기업서비스를 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
netease,NetEase,网易,넷이즈,HKEX/NASDAQ,09999/NTES,2022,CNY,sec_ixbrl,official_filing_registered_not_parsed,,,,,,,,Diablo Immortal,暗黑破坏神：不朽,2022-07-25,regional_launch,블리자드와 공동개발한 모바일 ARPG의 중국 정식 출시.,https://ir.netease.com/node/13661,https://www.sec.gov/Archives/edgar/data/1110646/000110465926043468/ntes-20251231x20f.htm,게임 외 Youdao·Cloud Music·기타 사업을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
netease,NetEase,网易,넷이즈,HKEX/NASDAQ,09999/NTES,2023,CNY,sec_ixbrl,official_filing_registered_not_parsed,,,,,,,,Justice Mobile,逆水寒手游,2023-06-30,commercial_launch,2023년 게임 매출 증가의 주요 원인으로 회사가 직접 지목한 모바일 MMO 신작.,https://ir.netease.com/news-releases/news-release-details/netease-announces-fourth-quarter-and-fiscal-year-2023-unaudited,https://www.sec.gov/Archives/edgar/data/1110646/000110465926043468/ntes-20251231x20f.htm,게임 외 Youdao·Cloud Music·기타 사업을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
netease,NetEase,网易,넷이즈,HKEX/NASDAQ,09999/NTES,2024,CNY,sec_ixbrl,official_filing_registered_not_parsed,,,,,,,,Marvel Rivals,漫威争锋,2024-12-06,global_launch,12월 6일 글로벌 출시 후 72시간 내 등록 이용자 1천만 명을 넘긴 PC·콘솔 슈터.,https://ir.netease.com/news-releases/news-release-details/netease-announces-fourth-quarter-and-fiscal-year-2024-unaudited,https://www.sec.gov/Archives/edgar/data/1110646/000110465926043468/ntes-20251231x20f.htm,게임 외 Youdao·Cloud Music·기타 사업을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
netease,NetEase,网易,넷이즈,HKEX/NASDAQ,09999/NTES,2025,CNY,sec_ixbrl,official_filing_registered_not_parsed,,,,,,,,Where Winds Meet,燕云十六声,2025-11-14,global_launch,2025년 11월 14일 PC·PS5 글로벌 출시한 오픈월드 무협 ARPG.,https://ir.netease.com/node/15081,https://www.sec.gov/Archives/edgar/data/1110646/000110465926043468/ntes-20251231x20f.htm,게임 외 Youdao·Cloud Music·기타 사업을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
xd_inc,XD Inc.,心动公司,심동회사,HKEX,02400,2022,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Torchlight: Infinite,火炬之光：无限,2022-10,global_open_beta,2022년 글로벌 오픈베타를 시작한 자체개발 ARPG. 이후 장기 시즌제로 성장.,https://img.xdcdn.net/xdwp/2023/04/20230426095421902.pdf,https://img.xdcdn.net/xdwp/2026/04/20260429131058489.pdf,게임과 TapTap 플랫폼을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
xd_inc,XD Inc.,心动公司,심동회사,HKEX,02400,2023,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Sword of Convallaria,铃兰之剑,2023,regional_launch,2023년 중국 본토·홍콩·마카오·대만에 출시한 자체개발 픽셀 전술 RPG.,https://2400.hk/en/news_single/13869,https://img.xdcdn.net/xdwp/2026/04/20260429131058489.pdf,게임과 TapTap 플랫폼을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
xd_inc,XD Inc.,心动公司,심동회사,HKEX,02400,2024,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Heartopia,心动小镇,2024,regional_launch,2024년 중반 출시 후 TapTap 다운로드 2천만 건을 빠르게 넘긴 생활 시뮬레이션 흥행작.,https://2400.hk/en/news-single/15051,https://img.xdcdn.net/xdwp/2026/04/20260429131058489.pdf,게임과 TapTap 플랫폼을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
xd_inc,XD Inc.,心动公司,심동회사,HKEX,02400,2025,CNY,official_pdf,official_filing_registered_not_parsed,,,,,,,,Etheria: Restart,伊瑟,2025-06-05,global_launch,2025년 6월 5일 글로벌 출시한 언리얼 엔진 기반 턴제 RPG.,https://store.steampowered.com/news/posts/?enddate=1745824729&feed=steam_community_announcements,https://img.xdcdn.net/xdwp/2026/04/20260429131058489.pdf,게임과 TapTap 플랫폼을 포함한 그룹 실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
